term: a, termFreq = 6523, docCount = 2081
term: attenuate, termFreq = 1, docCount = 1
term: attitude, termFreq = 6, docCount = 5
term: attitudes, termFreq = 11, docCount = 8
term: attractive, termFreq = 8, docCount = 8
term: attractiveness, termFreq = 1, docCount = 1
term: attributable, termFreq = 1, docCount = 1
term: attribute, termFreq = 23, docCount = 12
term: attributed, termFreq = 4, docCount = 4
term: attributes, termFreq = 8, docCount = 6
term: auction, termFreq = 3, docCount = 1
term: audette, termFreq = 1, docCount = 1
term: audio, termFreq = 2, docCount = 2
term: augment, termFreq = 1, docCount = 1
term: augmentation, termFreq = 2, docCount = 2
term: augmented, termFreq = 9, docCount = 8
term: augmenting, termFreq = 1, docCount = 1
term: augments, termFreq = 2, docCount = 2
term: august, termFreq = 309, docCount = 308
term: auslander, termFreq = 1, docCount = 1
term: austin, termFreq = 1, docCount = 1
term: austing, termFreq = 5, docCount = 5
term: australia, termFreq = 1, docCount = 1
term: authenticated, termFreq = 3, docCount = 1
term: authenticates, termFreq = 1, docCount = 1
term: authentication, termFreq = 11, docCount = 5
term: authenticity, termFreq = 1, docCount = 1
term: author, termFreq = 19, docCount = 18
term: authored, termFreq = 2, docCount = 2
term: authorizations, termFreq = 1, docCount = 1
term: authorized, termFreq = 2, docCount = 2
term: authors, termFreq = 24, docCount = 21
term: auto, termFreq = 4, docCount = 3
term: autocode, termFreq = 3, docCount = 2
term: autocoder, termFreq = 1, docCount = 1
term: autocorrelated, termFreq = 2, docCount = 1
term: autocorrelation, termFreq = 6, docCount = 5
term: autocovariance, termFreq = 1, docCount = 1
term: automast, termFreq = 1, docCount = 1
term: automata, termFreq = 28, docCount = 12
term: automate, termFreq = 7, docCount = 7
term: automated, termFreq = 28, docCount = 21
term: automatic, termFreq = 196, docCount = 120
term: automatically, termFreq = 38, docCount = 36
term: automating, termFreq = 5, docCount = 5
term: automation, termFreq = 10, docCount = 8
term: automaton, termFreq = 4, docCount = 3
term: automobile, termFreq = 1, docCount = 1
term: automorphism, termFreq = 2, docCount = 1
term: automorphisms, termFreq = 2, docCount = 1
term: autonomous, termFreq = 1, docCount = 1
term: autonomously, termFreq = 1, docCount = 1
term: autosate, termFreq = 1, docCount = 1
term: auxiliary, termFreq = 19, docCount = 18
term: availability, termFreq = 13, docCount = 11
term: available, termFreq = 93, docCount = 86
term: avenue, termFreq = 1, docCount = 1
term: avenues, termFreq = 3, docCount = 3
term: average, termFreq = 68, docCount = 44
term: averaged, termFreq = 1, docCount = 1
term: aversion, termFreq = 1, docCount = 1
term: avid, termFreq = 1, docCount = 1
term: avint, termFreq = 1, docCount = 1
term: avl, termFreq = 17, docCount = 9
term: avni, termFreq = 1, docCount = 1
term: avoid, termFreq = 12, docCount = 12
term: avoidance, termFreq = 6, docCount = 4
term: avoided, termFreq = 3, docCount = 3
term: avoiding, termFreq = 11, docCount = 11
term: avoids, termFreq = 10, docCount = 10
term: await, termFreq = 1, docCount = 1
term: awakening, termFreq = 1, docCount = 1
term: aware, termFreq = 1, docCount = 1
term: awareness, termFreq = 2, docCount = 2
term: away, termFreq = 4, docCount = 4
term: ax, termFreq = 2, docCount = 2
term: axes, termFreq = 4, docCount = 3
term: axial, termFreq = 1, docCount = 1
term: axially, termFreq = 1, docCount = 1
term: axiom, termFreq = 1, docCount = 1
term: axiomatic, termFreq = 8, docCount = 5
term: axiomatizations, termFreq = 1, docCount = 1
term: axioms, termFreq = 13, docCount = 8
term: axis, termFreq = 5, docCount = 3
term: axle, termFreq = 2, docCount = 1
term: ay, termFreq = 1, docCount = 1
term: ayers, termFreq = 1, docCount = 1
term: b, termFreq = 348, docCount = 312
term: babad, termFreq = 2, docCount = 2
term: babich, termFreq = 1, docCount = 1
term: babylonian, termFreq = 3, docCount = 1
term: bach, termFreq = 2, docCount = 2
term: bachelor, termFreq = 1, docCount = 1
term: bachelork, termFreq = 1, docCount = 1
term: bachman, termFreq = 3, docCount = 3
term: back, termFreq = 13, docCount = 9
term: backboard, termFreq = 1, docCount = 1
term: backboards, termFreq = 1, docCount = 1
term: background, termFreq = 16, docCount = 15
term: backgrounds, termFreq = 1, docCount = 1
term: backing, termFreq = 11, docCount = 5
term: backtrack, termFreq = 8, docCount = 3
term: backtracking, termFreq = 7, docCount = 6
term: backup, termFreq = 3, docCount = 3
term: backus, termFreq = 2, docCount = 2
term: backward, termFreq = 11, docCount = 9
term: backwards, termFreq = 2, docCount = 2
term: bacon, termFreq = 1, docCount = 1
term: bad, termFreq = 5, docCount = 4
term: baecker, termFreq = 4, docCount = 4
term: baer, termFreq = 3, docCount = 3
term: bagdams, termFreq = 2, docCount = 1
term: bagley, termFreq = 2, docCount = 2
term: bags, termFreq = 2, docCount = 1
term: bahn, termFreq = 1, docCount = 1
term: bailey, termFreq = 3, docCount = 3
term: bailin, termFreq = 1, docCount = 1
term: bairstow, termFreq = 8, docCount = 7
term: baker, termFreq = 7, docCount = 7
term: balance, termFreq = 6, docCount = 5
term: balanced, termFreq = 32, docCount = 16
term: balancing, termFreq = 10, docCount = 8
term: balard, termFreq = 1, docCount = 1
term: balfour, termFreq = 1, docCount = 1
term: balistfy, termFreq = 1, docCount = 1
term: balkovich, termFreq = 1, docCount = 1
term: ball, termFreq = 1, docCount = 1
term: ballistic, termFreq = 2, docCount = 1
term: baltimore, termFreq = 1, docCount = 1
term: balzer, termFreq = 2, docCount = 2
term: banatre, termFreq = 1, docCount = 1
term: band, termFreq = 9, docCount = 5
term: bandmatrix, termFreq = 1, docCount = 1
term: bands, termFreq = 1, docCount = 1
term: bandsolve, termFreq = 2, docCount = 2
term: bandwidth, termFreq = 4, docCount = 3
term: bandyopadhyay, termFreq = 1, docCount = 1
term: banerji, termFreq = 1, docCount = 1
term: bank, termFreq = 17, docCount = 8
term: banker, termFreq = 1, docCount = 1
term: banking, termFreq = 8, docCount = 3
term: banks, termFreq = 9, docCount = 6
term: banzhaf, termFreq = 1, docCount = 1
term: baran, termFreq = 1, docCount = 1
term: bareiss, termFreq = 1, docCount = 1
term: bargraphs, termFreq = 1, docCount = 1
term: barnard, termFreq = 1, docCount = 1
term: barnecut, termFreq = 1, docCount = 1
term: barnes, termFreq = 3, docCount = 3
term: barnett, termFreq = 10, docCount = 9
term: barnhill, termFreq = 1, docCount = 1
term: barr, termFreq = 1, docCount = 1
term: barrett, termFreq = 5, docCount = 5
term: barrier, termFreq = 1, docCount = 1
term: barriers, termFreq = 4, docCount = 1
term: barring, termFreq = 1, docCount = 1
term: barrodale, termFreq = 2, docCount = 2
term: barstow, termFreq = 1, docCount = 1
term: bartels, termFreq = 5, docCount = 5
term: barth, termFreq = 2, docCount = 2
term: bartlett, termFreq = 1, docCount = 1
term: barton, termFreq = 3, docCount = 3
term: base, termFreq = 91, docCount = 42
term: based, termFreq = 217, docCount = 185
term: bases, termFreq = 7, docCount = 7
term: bashforth, termFreq = 1, docCount = 1
term: basic, termFreq = 132, docCount = 104
term: basically, termFreq = 5, docCount = 4
term: basin, termFreq = 1, docCount = 1
term: basis, termFreq = 65, docCount = 57
term: baskett, termFreq = 3, docCount = 3
term: baskin, termFreq = 1, docCount = 1
term: basser, termFreq = 1, docCount = 1
term: batagelj, termFreq = 1, docCount = 1
term: batch, termFreq = 35, docCount = 22
term: batched, termFreq = 2, docCount = 2
term: batcher, termFreq = 1, docCount = 1
term: batches, termFreq = 2, docCount = 2
term: batching, termFreq = 1, docCount = 1
term: batson, termFreq = 5, docCount = 5
term: battiste, termFreq = 1, docCount = 1
term: batty, termFreq = 1, docCount = 1
term: bauer, termFreq = 8, docCount = 8
term: bavel, termFreq = 1, docCount = 1
term: bay, termFreq = 1, docCount = 1
term: bayer, termFreq = 10, docCount = 10
term: bayes, termFreq = 3, docCount = 3
term: bays, termFreq = 3, docCount = 3
term: bb, termFreq = 1, docCount = 1
term: bbn, termFreq = 2, docCount = 2
term: bc, termFreq = 1, docCount = 1
term: bcd, termFreq = 6, docCount = 5
term: bdl, termFreq = 2, docCount = 1
term: be, termFreq = 1201, docCount = 755
term: beale, termFreq = 4, docCount = 1
term: beam, termFreq = 1, docCount = 1
term: bear, termFreq = 1, docCount = 1
term: bearing, termFreq = 3, docCount = 3
term: beats, termFreq = 1, docCount = 1
term: became, termFreq = 2, docCount = 2
term: because, termFreq = 60, docCount = 54
term: become, termFreq = 20, docCount = 19
term: becomes, termFreq = 18, docCount = 18
term: becoming, termFreq = 2, docCount = 2
term: bedford, termFreq = 1, docCount = 1
term: been, termFreq = 354, docCount = 284
term: before, termFreq = 34, docCount = 33
term: begin, termFreq = 2, docCount = 2
term: beginner, termFreq = 2, docCount = 2
term: beginning, termFreq = 9, docCount = 9
term: beginnings, termFreq = 3, docCount = 3
term: begins, termFreq = 4, docCount = 4
term: begun, termFreq = 2, docCount = 2
term: behaves, termFreq = 1, docCount = 1
term: behavior, termFreq = 77, docCount = 50
term: behavioral, termFreq = 3, docCount = 3
term: behind, termFreq = 5, docCount = 5
term: behrenz, termFreq = 6, docCount = 6
term: bei, termFreq = 3, docCount = 3
term: being, termFreq = 67, docCount = 64
term: beings, termFreq = 1, docCount = 1
term: bel, termFreq = 3, docCount = 1
term: belady, termFreq = 3, docCount = 3
term: belfap, termFreq = 1, docCount = 1
term: belford, termFreq = 1, docCount = 1
term: belief, termFreq = 2, docCount = 2
term: believed, termFreq = 3, docCount = 3
term: believes, termFreq = 2, docCount = 1
term: believing, termFreq = 1, docCount = 1
term: bell, termFreq = 15, docCount = 14
term: bellman, termFreq = 15, docCount = 13
term: belman, termFreq = 1, docCount = 1
term: belong, termFreq = 1, docCount = 1
term: belonging, termFreq = 1, docCount = 1
term: belongs, termFreq = 3, docCount = 3
term: below, termFreq = 7, docCount = 7
term: belson, termFreq = 1, docCount = 1
term: belzer, termFreq = 3, docCount = 2
term: bemer, termFreq = 12, docCount = 12
term: bench, termFreq = 1, docCount = 1
term: benchmark, termFreq = 2, docCount = 2
term: benchmarks, termFreq = 2, docCount = 2
term: bender, termFreq = 1, docCount = 1
term: bendix, termFreq = 2, docCount = 2
term: bends, termFreq = 1, docCount = 1
term: beneficial, termFreq = 2, docCount = 2
term: benefit, termFreq = 8, docCount = 6
term: benefits, termFreq = 10, docCount = 9
term: benett, termFreq = 1, docCount = 1
term: benjamin, termFreq = 3, docCount = 3
term: bennett, termFreq = 2, docCount = 2
term: benson, termFreq = 1, docCount = 1
term: bensoussan, termFreq = 1, docCount = 1
term: bently, termFreq = 1, docCount = 1
term: ber, termFreq = 3, docCount = 3
term: beranek, termFreq = 1, docCount = 1
term: berezin, termFreq = 1, docCount = 1
term: berger, termFreq = 1, docCount = 1
term: bergland, termFreq = 1, docCount = 1
term: bergman, termFreq = 2, docCount = 2
term: bergson, termFreq = 2, docCount = 2
term: berin, termFreq = 1, docCount = 1
term: berkeley, termFreq = 4, docCount = 3
term: berman, termFreq = 2, docCount = 2
term: bernard, termFreq = 2, docCount = 2
term: berner, termFreq = 1, docCount = 1
term: berns, termFreq = 2, docCount = 2
term: bernstein, termFreq = 8, docCount = 7
term: berra, termFreq = 1, docCount = 1
term: bertsch, termFreq = 1, docCount = 1
term: berztiss, termFreq = 1, docCount = 1
term: beset, termFreq = 2, docCount = 2
term: besides, termFreq = 2, docCount = 2
term: bessel, termFreq = 26, docCount = 20
term: best, termFreq = 72, docCount = 52
term: bestowed, termFreq = 1, docCount = 1
term: beta, termFreq = 10, docCount = 8
term: betourne, termFreq = 1, docCount = 1
term: better, termFreq = 34, docCount = 32
term: between, termFreq = 211, docCount = 187
term: betyar, termFreq = 1, docCount = 1
term: beyer, termFreq = 3, docCount = 3
term: beyond, termFreq = 8, docCount = 8
term: bezout, termFreq = 5, docCount = 1
term: bi, termFreq = 1, docCount = 1
term: bias, termFreq = 2, docCount = 2
term: biased, termFreq = 2, docCount = 2
term: bibliographic, termFreq = 6, docCount = 4
term: bibliographical, termFreq = 1, docCount = 1
term: bibliographies, termFreq = 4, docCount = 3
term: bibliography, termFreq = 8, docCount = 4
term: biconnected, termFreq = 1, docCount = 1
term: bicubic, termFreq = 1, docCount = 1
term: bidirectional, termFreq = 2, docCount = 2
term: big, termFreq = 1, docCount = 1
term: bigger, termFreq = 3, docCount = 2
term: biharmonic, termFreq = 6, docCount = 2
term: bill, termFreq = 1, docCount = 1
term: billing, termFreq = 2, docCount = 1
term: bills, termFreq = 1, docCount = 1
term: binary, termFreq = 153, docCount = 86
term: binding, termFreq = 13, docCount = 6
term: bindings, termFreq = 1, docCount = 1
term: bingham, termFreq = 1, docCount = 1
term: binomial, termFreq = 8, docCount = 7
term: biochemcial, termFreq = 1, docCount = 1
term: biochemical, termFreq = 5, docCount = 3
term: biological, termFreq = 9, docCount = 8
term: biology, termFreq = 2, docCount = 2
term: biomedical, termFreq = 6, docCount = 3
term: biostatistical, termFreq = 1, docCount = 1
term: bipartite, termFreq = 3, docCount = 3
term: biphase, termFreq = 1, docCount = 1
term: biquadratic, termFreq = 1, docCount = 1
term: bird, termFreq = 2, docCount = 2
term: birkhoff, termFreq = 1, docCount = 1
term: bisection, termFreq = 3, docCount = 3
term: bit, termFreq = 69, docCount = 47
term: bitner, termFreq = 3, docCount = 3
term: bits, termFreq = 44, docCount = 29
term: bitterli, termFreq = 1, docCount = 1
term: bitwise, termFreq = 1, docCount = 1
term: bivariate, termFreq = 11, docCount = 6
term: bjb, termFreq = 1, docCount = 1
term: bks, termFreq = 1, docCount = 1
term: blachman, termFreq = 2, docCount = 2
term: black, termFreq = 3, docCount = 3
term: blackness, termFreq = 1, docCount = 1
term: blair, termFreq = 2, docCount = 2
term: blakely, termFreq = 1, docCount = 1
term: blank, termFreq = 1, docCount = 1
term: blankinship, termFreq = 2, docCount = 2
term: blanks, termFreq = 2, docCount = 2
term: blasgen, termFreq = 1, docCount = 1
term: blatny, termFreq = 1, docCount = 1
term: blatt, termFreq = 2, docCount = 2
term: blending, termFreq = 1, docCount = 1
term: blind, termFreq = 11, docCount = 3
term: blinn, termFreq = 1, docCount = 1
term: bliss, termFreq = 2, docCount = 1
term: blnsys, termFreq = 2, docCount = 1
term: block, termFreq = 65, docCount = 40
term: blockage, termFreq = 2, docCount = 1
term: blocked, termFreq = 1, docCount = 1
term: blocking, termFreq = 6, docCount = 4
term: blocks, termFreq = 54, docCount = 33
term: blood, termFreq = 2, docCount = 2
term: bloom, termFreq = 1, docCount = 1
term: blount, termFreq = 1, docCount = 1
term: blown, termFreq = 1, docCount = 1
term: blue, termFreq = 1, docCount = 1
term: bluffing, termFreq = 1, docCount = 1
term: blum, termFreq = 2, docCount = 2
term: blumberg, termFreq = 1, docCount = 1
term: bmd, termFreq = 2, docCount = 2
term: bmdp, termFreq = 1, docCount = 1
term: bnf, termFreq = 8, docCount = 6
term: bo, termFreq = 1, docCount = 1
term: board, termFreq = 6, docCount = 4
term: boards, termFreq = 3, docCount = 2
term: bobrow, termFreq = 9, docCount = 9
term: bochmann, termFreq = 2, docCount = 2
term: bodies, termFreq = 4, docCount = 2
term: body, termFreq = 7, docCount = 7
term: bogert, termFreq = 1, docCount = 1
term: boggs, termFreq = 1, docCount = 1
term: bogyo, termFreq = 1, docCount = 1
term: bohlen, termFreq = 1, docCount = 1
term: bohm, termFreq = 2, docCount = 2
term: bohn, termFreq = 1, docCount = 1
term: bohnest, termFreq = 1, docCount = 1
term: boland, termFreq = 4, docCount = 4
term: boles, termFreq = 1, docCount = 1
term: bolub, termFreq = 1, docCount = 1
term: bonanza, termFreq = 1, docCount = 1
term: bond, termFreq = 3, docCount = 3
term: bonds, termFreq = 1, docCount = 1
term: bongiovanni, termFreq = 1, docCount = 1
term: bonnette, termFreq = 1, docCount = 1
term: bonus, termFreq = 2, docCount = 2
term: boo, termFreq = 1, docCount = 1
